Plot,Rep,Column,Range,Entry,Accession,Rand,Type,Trial,Loc,Entry_no,Survival.autumn.2015,Height.2015,Basal.circumference.2015,Culm.number.2015,Fall.dormancy.date.2015,Frost.Damage.2015,Number.of.Reproductive.Culms.2015,Spring.Re.growth.Date.2016,Frost.Damage.Spring.2016,Survival.spring.2016,Overwintering.Ability.2016,Tiller.Count,Basal.Circ.during.Tiller.Count,First.Heading.Date.2016,X50..Heading.Date.2016,First.Flowering.Date.2016,X50..Flowering.Date.2016,Survival.autumn.2016,Growth.Stage.2016,Compressed.Plant.Circumference.2016,Basal.Circumference.2016,Total.Culm.2016,Repro.Culm.2016,Autumn.Dormancy.Date.2016,Frost.Damage.Autumn.2016,Lodging.2016,Culm.Length.2016,Culm.Outer.Diameter.at.the.Basal.Internode.2016,Culm.Outer.Diameter.at.Last.internode.2016,Culm.Node.Number.2016,Culm.Dry.Weight.2016,Secondary.Stem.Count.2016,Total.Weight.of.Secondary.Stems.2016,Primary.Stem.Weight.2016,Culm.Density.2016,Average.Internode.Length.2016,Biomass.Yield.fresh.weight.2016,Sub.sample.Yield.fresh.weight.2016,Sub.sample.Yield.dry.weight.2016,Moisture.content.2016,Biomass.Yield.dry.weight.2016,Spring.Re.growth.Date.2017,Frost.Damage.Spring.2017,Survival.spring.2017,Overwintering.Ability.2017,First.Heading.Date.2017,X50..Heading.Date.2017,First.Flowering.Date.2017,X50..Flowering.Date.2017,Survival.autumn.2017,Growth.Stage.2017,Compressed.Plant.Circumference.2017,Basal.Circumference.2017,Total.Culm.2017,Repro.Culm.2017,Autumn.Dormancy.Date.2017,Frost.Damage.Autumn.2017,Lodging.2017,CCirc.BCirc.2017,TCmN.Area.2017,Plant.Height.2017,Culm.Length.2017,Culm.Outer.Diameter.at.the.Basal.Internode.2017,Culm.Outer.Diameter.at.Last.internode.2017,Culm.Node.Number.2017,Culm.Dry.Weight.2017,Culm.Density..mass.volume..2017..CmDW.V.,Average.Internode.Length.2017,Biomass.Yield.fresh.weight.2017,Sub.sample.Yield.fresh.weight.2017,Sub.sample.Yield.dry.weight.2017,Moisture.content.2017,Biomass.Yield.dry.weight.2017,Prop.repro.culm.2015,Prop.repro.culm.2016,Prop.repro.culm.2017
441,1,NA,,JM2014-H-77,JM2014-H-77,0.749421751,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,295,1,105,310,50,10/30/2015,0,10,3/15/2016,0,1,1,NA,NA,7/24/2016,8/9/2016,7/30/2016,8/15/2016,1,PF,53.2,360.2,191,40,10/10/2016,0,4,122.5,2.9,2.5,11,NA,NA,NA,NA,NA,NA,1010.2,102.73,63.85,37.84678283,627.87,3/17/2017,0,1,1,9/20/2017,9/26/2017,9/25/2017,10/1/2017,1,PF,36.2,4.47,163,5,10/30/2017,NA,7,NA,NA,NA,120,3.2,2,14,NA,NA,NA,700.5,116,87.79,24.31896552,530.1456466,0.2,0.209424084,0.030674847
442,1,NA,,RU2012-205,RU2012-205,0.750280647,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,157,1,140,67,10,10/10/2015,0,3,3/15/2016,0,1,1,NA,NA,8/14/2016,8/21/2016,8/20/2016,8/27/2016,1,PF,13.5,250.3,78,47,9/25/2016,0,1,166.2,3.5,2.9,11,NA,NA,NA,NA,NA,NA,250.2,82.55,60.59,26.60205936,183.64,3/25/2017,0,1,1,8/22/2017,9/5/2017,8/27/2017,9/10/2017,1,PF,25.5,4.2,105,25,10/10/2017,NA,5,NA,NA,NA,125.2,3,2.4,9,NA,NA,NA,350.3,104.2,93.76,10.01919386,315.2027639,0.3,0.602564103,0.238095238
443,1,NA,,KMS387,KMS387,0.750821713,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,429,1,140,115,22,11/10/2015,0,8,3/15/2016,0,1,1,NA,NA,5/18/2016,7/14/2016,5/30/2016,7/23/2016,1,PF,38.5,460.3,179,80,11/5/2016,0,3,164.5,3.6,3.3,12,NA,NA,NA,NA,NA,NA,1550.2,135.75,85.38,37.10497238,975,3/8/2017,0,1,1,6/2/2017,7/25/2017,6/7/2017,7/30/2017,1,PF,30.6,4,145,25,9/15/2017,NA,1,NA,NA,NA,163.2,4.7,3.2,10,NA,NA,NA,950.2,98.56,80.04,18.79058442,771.6518669,0.363636364,0.446927374,0.172413793
444,1,NA,,JY154,JY154,0.750882257,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,675,1,150,135,28,10/10/2015,0,20,3/15/2016,0,1,1,NA,NA,6/16/2016,6/26/2016,6/23/2016,7/3/2016,1,PF,21.3,275.2,104,53,10/15/2016,0,1,154.8,3.6,4.1,11,NA,NA,NA,NA,NA,NA,500.15,117.55,69.51,40.86771587,295.75,3/25/2017,0,1,1,6/17/2017,7/7/2017,6/23/2017,7/12/2017,1,PF,35.2,3.9,155,78,10/5/2017,NA,1,NA,NA,NA,166.6,3.3,3.2,12,NA,NA,NA,900.5,99.02,81.75,17.44092103,743.4445062,0.714285714,0.509615385,0.503225806
445,1,NA,,KMS335,KMS335,0.751469543,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,381,1,160,243,40,10/30/2015,0,21,3/15/2016,0,1,1,NA,NA,5/30/2016,8/20/2016,6/4/2016,8/27/2016,1,PF,53.2,481.2,204,64,11/5/2016,0,3,186.5,4.5,4.3,7,NA,NA,NA,NA,NA,NA,2000.3,158.08,77.51,50.96786437,980.79,3/8/2017,0,1,1,6/9/2017,7/25/2017,6/15/2017,7/30/2017,1,PF,45.2,4.6,170,25,9/25/2017,NA,5,NA,NA,NA,135.8,4.5,2.8,10,NA,NA,NA,1100.2,129.23,92.14,28.70076608,784.4341716,0.525,0.31372549,0.147058824
446,1,NA,,JY095,JY095,0.75263378,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,615,1,170,37,180,11/30/2015,2,7,3/2/2016,9,1,1,NA,NA,9/30/2016,10/4/2016,10/5/2016,10/9/2016,1,PF,37.2,356.2,64,36,11/20/2016,0,1,300.1,10.6,4.3,33,NA,NA,NA,NA,NA,NA,4200,282.11,134.49,52.32710645,2002.26,2/22/2017,9,1,1,10/1/2017,10/4/2017,10/11/2017,10/13/2017,1,PF,50.2,5.2,41,39,10/30/2017,NA,1,NA,NA,NA,420.2,14.7,4.9,34,NA,NA,NA,9000.3,280.88,153.46,45.3645685,4917.352741,0.038888889,0.5625,0.951219512
447,1,NA,,KMS345,KMS345,0.753942823,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,387,1,45,30,5,9/20/2015,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/27/2017,0,1,NA,9/13/2017,9/24/2017,9/18/2017,9/30/2017,1,PF,23.5,2.62,35,5,10/30/2017,NA,1,NA,NA,NA,142.4,3,2.3,7,NA,NA,NA,400.3,177,117.65,33.53107345,266.075113,NA,NA,0.142857143
448,1,NA,,JY278,JY278,0.756052016,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,799,1,55,25,5,9/10/2015,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA
449,1,NA,,RU2012-108,RU2012-108,0.756586267,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,79,1,65,30,15,9/10/2015,0,1,4/17/2016,0,1,1,NA,NA,8/1/2016,8/9/2016,8/7/2016,8/15/2016,1,PF,12.8,255.2,129,23,9/20/2016,0,1,99.1,2,2.4,11,NA,NA,NA,NA,NA,NA,38.88,38.88,29.93,23.01954733,29.93,3/17/2017,0,1,1,8/8/2017,8/15/2017,8/15/2017,8/22/2017,1,PF,40.4,4.1,203,NA,10/10/2017,NA,1,NA,NA,NA,115.2,3,1.8,7,NA,NA,NA,350.2,90.82,81.27,10.515305,313.3754019,0.066666667,0.178294574,NA
450,1,NA,,JY247,JY247,0.756591129,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,768,1,35,10,2,9/10/2015,0,NA,4/20/2016,0,1,1,NA,NA,8/11/2016,8/21/2016,8/20/2016,8/28/2016,1,PF,4.6,35.2,13,9,9/9/2016,0,1,55.4,1.4,1,9,NA,NA,NA,NA,NA,NA,2.44,2.44,NA,NA,NA,3/25/2017,0,1,1,6/25/2017,7/9/2017,7/1/2017,7/15/2017,1,PF,6.2,2.7,61,83,9/30/2017,NA,1,NA,NA,NA,92.4,2,1.5,4,NA,NA,NA,30.85,30.85,28.77,6.742301459,28.77,NA,0.692307692,1.360655738
451,1,NA,,RU2012-037,RU2012-037,0.760236722,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,16,1,40,5,1,9/10/2015,0,1,5/1/2016,0,1,NA,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/28/2017,0,1,NA,8/10/2017,9/5/2017,8/15/2017,9/10/2017,1,PF,4,0.4,18,7,10/1/2017,NA,1,NA,NA,NA,55,2,1.5,12,NA,NA,NA,8.53,8.53,6.03,29.30832356,6.03,1,NA,0.388888889
452,1,NA,,KMS453,KMS453,0.76228398,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,495,1,110,19,30,10/10/2015,0,2,3/7/2016,8,1,1,NA,NA,6/26/2016,8/21/2016,7/3/2016,8/28/2016,1,PF,30.3,330.2,115,60,11/5/2016,0,1,161.2,3.9,4,8,NA,NA,NA,NA,NA,NA,1350,179.06,91.04,49.15670725,686.38,3/23/2017,0,1,1,6/9/2017,7/3/2017,6/15/2017,7/9/2017,1,PF,50.5,4.45,232,123,10/10/2017,NA,1,NA,NA,NA,172.4,4,4,9,NA,NA,NA,1700.5,131.81,92.15,30.08876413,1188.840566,0.066666667,0.52173913,0.530172414
453,1,NA,,UI11-00037,UI11-00037,0.762837804,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,181,1,50,73,20,11/30/2015,3,NA,3/15/2016,0,1,1,NA,NA,6/16/2016,9/18/2016,6/23/2016,9/28/2016,1,PF,49.8,424.2,107,20,11/5/2016,0,5,177.5,5.4,4.9,14,NA,NA,NA,NA,NA,NA,2250.3,176.73,88.08,50.16126294,1121.52,3/17/2017,0,1,1,6/13/2017,7/3/2017,6/18/2017,7/8/2017,1,PF,55.4,4.8,105,13,10/10/2017,NA,9,NA,NA,NA,170,4,3.7,14,NA,NA,NA,1650.3,160.46,107.42,33.05496697,1104.79388,NA,0.186915888,0.123809524
454,1,NA,,KMS343,KMS343,0.76459649,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,385,1,95,70,18,11/20/2015,0,6,3/15/2016,0,1,1,NA,NA,5/30/2016,7/5/2016,6/5/2016,7/10/2016,1,PF,54.5,570.3,186,10,11/5/2016,0,5,160.1,4.3,3.4,13,NA,NA,NA,NA,NA,NA,2000.1,136.58,82.2,39.81549275,1203.75,3/17/2017,0,1,1,6/17/2017,7/25/2017,6/23/2017,7/31/2017,1,PF,55.5,4.85,298,81,9/30/2017,NA,3,NA,NA,NA,164.8,4.7,2.7,15,NA,NA,NA,2200.2,136.79,93.5,31.64705022,1503.901601,0.333333333,0.053763441,0.271812081
455,1,NA,,JY264,JY264,0.767926139,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,785,1,115,100,17,9/30/2015,0,11,3/15/2016,0,1,1,NA,NA,7/10/2016,8/1/2016,7/16/2016,8/7/2016,1,PF,24.4,330.3,130,90,10/15/2016,0,1,137.2,5,3.9,7,NA,NA,NA,NA,NA,NA,400.15,61.67,44.64,27.61472353,289.65,3/17/2017,0,1,1,5/18/2017,8/22/2017,5/26/2017,8/28/2017,1,PF,40.2,4.81,235,97,10/15/2017,NA,5,NA,NA,NA,123.6,3.3,2.5,7,NA,NA,NA,650.4,132.08,111.69,15.43761357,549.9937614,0.647058824,0.692307692,0.412765957
456,1,NA,,RU2012-080,RU2012-080,0.76835764,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,55,1,45,39,6,9/30/2015,0,5,3/15/2016,0,1,1,NA,NA,8/2/2016,8/14/2016,8/7/2016,8/20/2016,1,PF,12.1,215.5,112,80,9/25/2016,0,1,118.2,2.5,3.2,6,NA,NA,NA,NA,NA,NA,200.1,71.86,52.96,26.30114111,147.47,3/17/2017,0,1,1,8/17/2017,8/22/2017,8/23/2017,8/28/2017,1,PF,35.3,4.1,340,35,10/15/2017,NA,3,NA,NA,NA,103.8,2.3,2,9,NA,NA,NA,500.2,84.98,71.58,15.7684161,421.3263827,0.833333333,0.714285714,0.102941176
457,1,NA,,RU2012-151,RU2012-151,0.771522784,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,114,1,57,30,6,9/30/2015,0,3,3/22/2016,0,1,1,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/28/2017,0,1,0,8/15/2017,8/24/2017,8/21/2017,8/30/2017,1,PF,8.2,2.9,54,26,10/15/2017,NA,3,NA,NA,NA,98.2,2.4,2.4,6,NA,NA,NA,59.53,59.53,52.41,11.96035612,52.41,0.5,NA,0.481481481
458,1,NA,,RU2012-097,RU2012-097,0.77255302,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,70,1,35,20,3,9/30/2015,0,1,3/22/2016,0,1,1,NA,NA,7/23/2016,8/14/2016,7/30/2016,8/21/2016,1,PF,10.5,170.3,63,47,9/9/2016,0,1,130.8,2.7,2.1,8,NA,NA,NA,NA,NA,NA,100.2,55.69,36.34,34.74591489,65.38,3/10/2017,0,1,1,6/11/2017,8/24/2017,6/17/2017,8/30/2017,1,PF,20.3,4.6,124,74,10/15/2017,NA,7,NA,NA,NA,100,2.6,2.3,9,NA,NA,NA,200.3,96.69,88.19,8.790981487,182.6916641,0.333333333,0.746031746,0.596774194
459,1,NA,,JY014,JY014,0.773851943,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,534,1,180,79,33,11/10/2015,11,10,3/5/2016,4,1,1,NA,NA,9/24/2016,9/28/2016,9/30/2016,10/4/2016,1,PF,48.5,459.5,144,10,10/25/2016,0,1,256.3,14.2,7.1,19,NA,NA,NA,NA,NA,NA,3150.2,199.01,114.6,42.41495402,1814.04,3/5/2017,0,1,1,9/23/2017,10/2/2017,10/10/2017,10/13/2017,1,PF,49.5,5.3,65,10,10/5/2017,NA,1,NA,NA,NA,335.2,12.6,5,22,NA,NA,NA,6100.3,242.5,113.48,53.20412371,2854.688841,0.303030303,0.069444444,0.153846154
460,1,NA,,M. ?giganteus 'Illinois'-UI10-00107,UI10-00107,0.774696415,M. ?giganteus,DOE Msa Trial 2015_ZJU,ZJU,168,1,210,145,60,12/15/2015,5,16,3/7/2016,4,1,1,NA,NA,6/30/2016,7/9/2016,7/7/2016,7/16/2016,1,PF,40.8,375.3,147,79,10/25/2016,0,1,257.2,6.7,5,12,NA,NA,NA,NA,NA,NA,4400.1,223.48,128.36,42.56309289,2527.28,3/8/2017,0,1,1,7/9/2017,7/24/2017,7/14/2017,7/29/2017,1,PF,53.2,4.53,176,152,10/10/2017,NA,1,NA,NA,NA,290.2,7.1,5.2,13,NA,NA,NA,5900.5,209.81,119.17,43.20099137,3351.425504,0.266666667,0.537414966,0.863636364
461,1,NA,,KMS468,KMS468,0.775028554,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,510,1,145,68,28,11/15/2015,3,10,3/15/2016,0,1,1,NA,NA,5/22/2016,6/24/2016,6/2/2016,7/2/2016,1,PF,51.8,550.5,159,37,10/25/2016,0,1,588.1,3.3,2.4,16,NA,NA,NA,NA,NA,NA,1550,170.42,89.9,47.24797559,817.66,3/17/2017,0,1,1,5/27/2017,7/2/2017,6/3/2017,7/8/2017,1,PF,50.3,4.85,238,35,10/10/2017,NA,5,NA,NA,NA,178.8,4.6,3.2,10,NA,NA,NA,2500.3,152.28,101.43,33.39243499,1665.388948,0.357142857,0.232704403,0.147058824
462,1,NA,,RU2012-125,RU2012-125,0.775031453,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,93,1,30,30,5,9/20/2015,0,1,3/15/2016,0,1,1,NA,NA,7/10/2016,8/1/2016,7/16/2016,8/7/2016,1,PF,8.5,170.3,75,70,9/20/2016,0,1,110.5,2.6,2.4,7,NA,NA,NA,NA,NA,NA,100.2,41.73,33.16,20.53678409,79.62,3/25/2017,0,1,1,6/20/2017,7/18/2017,6/30/2017,7/26/2017,1,PF,8.2,4.25,163,46,9/30/2017,NA,3,NA,NA,NA,105.5,2.3,2.2,7,NA,NA,NA,67.87,67.87,48.04,29.21762192,48.04,0.2,0.933333333,0.282208589
463,1,NA,,KMS300,KMS300,0.776229866,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,363,1,125,160,20,10/10/2015,0,11,3/15/2016,0,1,1,NA,NA,7/3/2016,7/16/2016,7/10/2016,7/23/2016,1,PF,36.6,431.5,113,55,9/30/2016,0,3,157.8,4.3,3.3,9,NA,NA,NA,NA,NA,NA,900.2,117.49,71.78,38.90543876,549.97,3/17/2017,0,1,1,6/17/2017,9/24/2017,6/24/2017,9/30/2017,1,PF,30.4,4.6,185,10,10/20/2017,NA,7,NA,NA,NA,123.6,3,2.3,11,NA,NA,NA,700.2,110.94,97.64,11.98846223,616.2567875,0.55,0.486725664,0.054054054
464,1,NA,,JPN-2011-019,JPN-2011-019,0.785236581,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,215,1,115,177,95,12/5/2015,2,8,3/7/2016,0,1,1,NA,NA,6/5/2016,8/18/2016,6/13/2016,8/25/2016,1,PF,69.8,568.3,207,39,10/30/2016,0,5,171.3,3.8,4.3,12,NA,NA,NA,NA,NA,NA,3700.15,137.43,70.28,48.86123845,1892.21,3/8/2017,0,1,1,6/9/2017,6/22/2017,6/15/2017,6/28/2017,1,PF,50.3,5,206,51,9/30/2017,NA,5,NA,NA,NA,193.5,5.2,3.6,11,NA,NA,NA,2000.3,141.31,95.06,32.72946005,1345.612611,0.084210526,0.188405797,0.247572816
465,1,NA,,RU2012-068,RU2012-068,0.785757825,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,45,1,70,50,15,9/30/2015,0,3,4/5/2016,0,1,1,NA,NA,7/18/2016,8/2/2016,7/24/2016,8/8/2016,1,PF,9.3,90.3,25,10,9/30/2016,0,1,94.2,1.8,1.7,8,NA,NA,NA,NA,NA,NA,18,18,15.77,12.38888889,15.77,3/25/2017,0,1,0,6/22/2017,7/3/2017,6/28/2017,7/9/2017,1,PF,20.2,4.57,120,58,10/10/2017,NA,3,NA,NA,NA,130.2,2.7,2.3,7,NA,NA,NA,150.3,88.29,79.44,10.02378525,135.2342508,0.2,0.4,0.483333333
466,1,NA,,RU2012-206,RU2012-206,0.786142733,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,158,1,26,30,20,9/10/2015,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/10/2017,0,1,NA,8/24/2017,9/5/2017,8/30/2017,9/11/2017,1,PF,6.2,2.6,58,21,10/20/2017,NA,1,NA,NA,NA,120,2.3,2.2,6,NA,NA,NA,42.04,42.04,36.23,13.82017127,36.23,0.05,NA,0.362068966
467,1,NA,,KMS384,KMS384,0.786492666,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,426,1,146,170,32,10/30/2015,0,16,3/15/2016,0,1,1,NA,NA,5/20/2016,6/23/2016,5/30/2016,7/1/2016,1,PF,30,521.2,92,30,9/30/2016,0,3,182.8,3.9,3.6,10,NA,NA,NA,NA,NA,NA,1100.3,101.21,68.96,31.86444027,749.7,3/17/2017,0,1,1,5/26/2017,6/2/2017,5/31/2017,6/7/2017,1,PF,45.5,4.8,192,55,9/25/2017,NA,1,NA,NA,NA,185.8,4,3.2,9,NA,NA,NA,1100.2,132.23,106.08,19.77614762,882.6228239,0.5,0.326086957,0.286458333
468,1,NA,,RU2012-200,RU2012-200,0.788963406,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,153,1,105,35,32,9/10/2015,0,11,3/15/2016,0,1,1,NA,NA,7/24/2016,8/12/2016,7/30/2016,8/20/2016,1,PF,23.5,290.3,172,61,9/25/2016,0,1,157.7,3.2,2.6,10,NA,NA,NA,NA,NA,NA,450.1,77.03,49.71,35.46670129,290.46,3/17/2017,0,1,1,7/13/2017,8/22/2017,7/19/2017,8/28/2017,1,PF,30.2,5.1,198,25,10/5/2017,NA,7,NA,NA,NA,154.2,3.7,3,9,NA,NA,NA,450.3,123.54,106.66,13.66359074,388.7728509,0.34375,0.354651163,0.126262626
469,1,NA,,JY137,JY137,0.788999722,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,658,1,120,55,40,11/20/2015,5,2,3/20/2016,0,1,1,NA,NA,5/20/2016,6/23/2016,5/30/2016,7/1/2016,1,PF,71.2,410.3,130,20,9/30/2016,0,1,207.2,6.8,3.9,11,NA,NA,NA,NA,NA,NA,2350,134.19,82.93,38.19956778,1452.31,3/17/2017,0,1,1,6/24/2017,7/11/2017,6/29/2017,7/16/2017,1,PF,55.3,5.05,240,42,10/10/2017,NA,1,NA,NA,NA,222.4,5.6,3.5,14,NA,NA,NA,3700.5,157.07,115.6,26.40224104,2723.48507,0.05,0.153846154,0.175
470,1,NA,,KMS415,KMS415,0.789533277,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,457,1,70,180,60,11/20/2015,9,7,3/7/2016,8,1,1,NA,NA,5/28/2016,7/3/2016,6/3/2016,7/8/2016,1,PF,52.5,400.2,178,30,10/5/2016,0,1,146.8,4.3,3.6,7,NA,NA,NA,NA,NA,NA,1650.15,90.38,65.82,27.17415357,1201.74,3/10/2017,0,1,1,5/29/2017,NA,6/6/2017,NA,1,NR,50.2,4.82,213,0,10/10/2017,NA,5,NA,NA,NA,110.5,4,1,8,NA,NA,NA,1550.3,131.94,92.22,30.104593,1083.588495,0.116666667,0.168539326,0
471,1,NA,,JY142,JY142,0.791018854,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,663,1,140,40,18,10/10/2015,0,16,3/15/2016,0,1,1,NA,NA,5/25/2016,6/16/2016,6/4/2016,6/25/2016,1,PF,33.8,370.2,191,178,10/15/2016,0,1,159.8,3.8,3.7,8,NA,NA,NA,NA,NA,NA,1100.15,94.62,54.79,42.09469457,637.05,3/25/2017,0,1,1,6/2/2017,6/15/2017,6/8/2017,6/20/2017,1,PF,40.3,4.35,215,55,9/25/2017,NA,3,NA,NA,NA,197.2,4,3.5,9,NA,NA,NA,950.2,124.48,91.05,26.85571979,695.0169505,0.888888889,0.931937173,0.255813953
472,1,NA,,JPN-2011-003,JPN-2011-003,0.794515006,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,201,1,120,71,50,11/30/2015,7,9,3/22/2016,0,1,1,NA,NA,6/5/2016,6/24/2016,6/13/2016,7/1/2016,1,PF,69.8,526.5,180,95,10/30/2016,0,7,186.6,5.7,4.8,10,NA,NA,NA,NA,NA,NA,4100.2,138.6,77.33,44.20634921,2287.65,3/17/2017,0,1,1,6/25/2017,7/11/2017,7/1/2017,7/17/2017,1,PF,40.5,4.47,143,78,9/30/2017,NA,1,NA,NA,NA,258.2,6.3,4.4,14,NA,NA,NA,3000.1,206.76,135.93,34.25710969,1972.352452,0.18,0.527777778,0.545454545
473,1,NA,,JY102,JY102,0.797578914,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,622,1,200,85,30,12/5/2015,5,16,3/2/2016,8,1,1,NA,NA,9/25/2016,9/29/2016,10/3/2016,10/6/2016,1,PF,40.2,602.5,50,53,11/20/2016,0,1,437.8,16,4.6,42,NA,NA,NA,NA,NA,NA,7600.1,232.43,108.17,53.46125715,3536.99,2/28/2017,8,1,1,9/28/2017,10/1/2017,10/10/2017,10/12/2017,1,PF,45.5,5.8,59,45,10/30/2017,NA,1,NA,NA,NA,440.5,14.7,5,33,NA,NA,NA,11500.3,234.51,116.76,50.21107842,5725.875349,0.533333333,1.06,0.762711864
474,1,NA,,JY084,JY084,0.799116689,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,604,1,175,27,10,12/5/2015,5,5,3/2/2016,8,1,1,NA,NA,9/25/2016,9/29/2016,10/3/2016,10/6/2016,1,PF,30.2,457.3,28,31,12/6/2016,0,1,388.8,17,4.6,42,NA,NA,NA,NA,NA,NA,4400.2,305.56,178.31,41.6448488,2567.74,2/28/2017,8,1,1,9/28/2017,10/4/2017,10/10/2017,10/13/2017,1,PF,50.3,5.7,51,41,10/30/2017,NA,1,NA,NA,NA,410.8,13.4,4.3,36,NA,NA,NA,9900.5,221.93,126.73,42.89640878,5653.541049,0.5,1.107142857,0.803921569
475,1,NA,,JY038,JY038,0.800616812,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,558,1,160,260,45,12/5/2015,7,10,3/2/2016,8,1,1,NA,NA,9/19/2016,9/23/2016,9/25/2016,9/29/2016,1,PF,50.2,540.3,84,85,11/30/2016,0,1,276.2,8,4.7,13,NA,NA,NA,NA,NA,NA,4300.3,203.74,111.2,45.42063414,2347.08,2/22/2017,9,1,1,9/26/2017,10/1/2017,10/3/2017,10/10/2017,1,PF,65.3,5,90,29,10/30/2017,NA,1,NA,NA,NA,310.2,9.4,4.8,27,NA,NA,NA,7500.5,244.22,135.55,44.49676521,4163.020125,0.222222222,1.011904762,0.322222222
476,1,NA,,RU2012-130,RU2012-130,0.800750985,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,97,1,100,100,7,9/20/2015,0,5,3/15/2016,0,1,1,NA,NA,7/10/2016,8/5/2016,7/10/2016,8/11/2016,1,PF,6.6,215.3,50,40,9/9/2016,0,1,112.1,3,2.2,7,NA,NA,NA,NA,NA,NA,37.88,37.88,27.11,28.43189018,27.11,3/25/2017,0,1,1,7/24/2017,8/12/2017,7/29/2017,8/17/2017,1,PF,15.2,4.6,68,56,9/30/2017,NA,1,NA,NA,NA,105.2,2.4,2,6,NA,NA,NA,83.06,83.06,68.37,17.68601011,68.37,0.714285714,0.8,0.823529412
477,1,NA,,KMS365,KMS365,0.810037843,M. sacchariflorus,DOE Msa Trial 2015_ZJU,ZJU,407,1,137,140,23,10/30/2015,0,16,3/15/2016,0,1,1,NA,NA,5/20/2016,8/2/2016,5/30/2016,8/10/2016,1,PF,41,479.3,143,87,11/5/2016,0,3,163.1,3.7,3.1,7,NA,NA,NA,NA,NA,NA,1450,110.81,63.32,42.85714286,828.57,3/17/2017,0,1,1,5/18/2017,NA,5/26/2017,NA,1,NR,55.3,5.2,415,0,10/5/2017,NA,5,NA,NA,NA,146.8,3.4,1.8,10,NA,NA,NA,2350.2,135.97,111.03,18.34228139,1919.119703,0.695652174,0.608391608,0
